directors,rate,title,cover,detailLink,casts,year,type,country,lang,time,moveTime,comment_len,starts,summary,comments,imgList,movieUrl
罗布·萨维奇,5.6,柜魔,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2892092275.jpg,https://movie.douban.com/subject/30258623/,"索菲·撒切尔,克里斯·梅西纳,维维恩·莱拉·布莱尔,大卫·达斯马齐连,马琳·爱尔兰,胡紫蕊,丽莎盖伊·汉密尔顿,麦迪·尼科尔斯,莉安·罗斯,肖娜·拉波尔德,克里斯塔拉·卡特,夏伊拉·巴吉尔,韩·索托,塞兰·巴克斯特,Aadyn Encalarde,Ellie Bogert,Maisie Bogert,Noah Brand,Dane Bourgeois,莱西·多佛,罗丝·比安卡·格鲁,Daniel Hagen,维多利亚·哈里斯,Beau Hart,Curtis Johnson,Elton LeBlanc,德文·桑迪奇,梅布尔·泰勒",2023,"悬疑,惊悚,恐怖", 美国 / 加拿大, 英语,2023-06-02,98,1462,"4.6%,11.3%,48.3%,29.1%,6.8%",高中生莎蒂（索菲·撒切尔 Sophie Thatcher 饰）和妹妹苏伊尔（维维恩·莱拉·布莱尔 Vivien Lyra Blair 饰）沉浸在丧母之痛中，但却无法从身为心理治疗师的父亲威尔（克里斯·梅西纳 Chris Messina 饰）身上得到任何安慰。某天一名绝望的病患（大卫·达斯马齐连 David Dastmalchian 饰）前来拜访威尔寻求治疗，却意外带来骇人的超自然生物，一连串不合理的事件接连发生，恐惧将吞噬他们一家人。,"[{""user"": ""Lar"", ""star"": ""30"", ""time"": ""2023-06-02 14:00:34"", ""content"": ""\u5f00\u4e2a\u706f\u4f1a\u6b7b\u554a""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2897879062.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2897879061.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2897879060.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2892959202.jpg",https://vt1.doubanio.com/202402172227/bcceb7a8f8edcb442eb3d313f77871c8/view/movie/M/403030464.mp4
班迪特·通迪,6.0,熄灭的日光,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2893326523.jpg,https://movie.douban.com/subject/36318450/,,2023,"剧情,爱情,恐怖,同性", 泰国, 泰语,2023-07-20,106,151,"15.6%,11.0%,39.6%,26.3%,7.5%",根据一位算命先生所言，为了解救自己的危难、爷爷的幸福，Phra Pleong不得不与Sang Rawee，一个从小被僧人养大的幸运少年订婚。,"[{""user"": ""234976977"", ""star"": ""50"", ""time"": ""2023-08-18 15:44:55"", ""content"": ""\u4e94\u661f\u7ed9\u6d77\u666f\uff0c\u5267\u60c5\u903b\u8f91\u5f88\u62c9\uff0c\u8981\u662f\u770b\u5b8c\u5c0f\u8bf4\u518d\u770b\u7535\u5f71\u7684\u8bdd\u4f1a\u89c9\u5f97\u5929\u5dee\u5730\u522b\uff0c\u5c0f\u8bf4\u91cc\u633a\u591a\u91cd\u8981\u7684\u60c5\u8282\u7535\u5f71\u90fd\u6ca1\u6709\u63d0\u5230\uff0c\u4f46\u65e0\u6240\u8c13\u4e86\u53cd\u6b63\u4e5f\u53ea\u662f\u4e2a\u7c89\u4e1d\u5411\u7684\u7535\u5f71\uff0c\u770b\u4ed6\u4eec\u4e92\u52a8\u78d5\u7cd6\u5c31\u884c\u5566\ud83d\ude0d\u6797\u666f\u4e91\u6f14\u6280\u6709\u8fdb\u6b65\u5594""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2893326518.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2893326515.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2893326514.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2903463141.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2901760118.jpg",暂无预告片，敬请期待！
威廉·考夫曼,6.2,绝望海峡,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2876557596.jpg,https://movie.douban.com/subject/35718288/,"克莱恩·克劳福德,马克斯·马蒂尼,保罗·瑞,加里凯恩斯,朱丽叶·乔伊纳,林德·爱德华,贾伦·米切尔",2023,"动作,惊悚,犯罪", 美国, 英语,2023-07-14,95,678,"5.1%,19.5%,57.0%,15.5%,3.0%",一群匪徒在谋银行盗窃时出现出错后，一名绝望的罪犯、他失控的兄弟和他们的前海军陆战队成员必须逃离新奥尔良和追捕他们的坚定的FBI特工。,"[{""user"": ""\u60a0\u516c\u5b50"", ""star"": ""50"", ""time"": ""2023-08-06 23:24:07"", ""content"": ""\u6545\u4e8b\u5f88\u7b80\u5355\uff0c\u8bb2\u8ff0\u4e24\u4e2a\u608d\u532a\u6d17\u52ab\u4e86\u4e00\u5bb6\u94f6\u884c\u540e\u51fa\u9003\uff0c\u906d\u5230FBI\u548c\u5f53\u5730\u9ed1\u5e2e\u7684\u56f4\u6355\u3002\u7c7b\u4f3c\u4e8e\u300a21\u5ea7\u6865\u300b\uff0c\u4f46\u4e0d\u540c\u7684\u662f\u8be5\u7247\u4ee5\u53cd\u6d3e\u4e3a\u4e3b\u89d2\uff0c\u8fd9\u5f88\u6709\u8da3\uff0c\u56e0\u4e3a\u4f60\u65e0\u6cd5\u7ad9\u5728\u9053\u5fb7\u7684\u89d2\u5ea6\u5bf9\u89d2\u8272\u6307\u6307\u70b9\u70b9\u3002\n\u7535\u5f71\u51fa\u8272\u5730\u523b\u753b\u4e86\u4e24\u4e2a\u4ea1\u547d\u5f92\u7684\u5f62\u8c61\uff0c\u5144\u5f1f\u60c5\u610f\u62ff\u634f\u5730\u975e\u5e38\u597d\u3002\u90e8\u5206\u60c5\u8282\u6709\u4e9b\u5957\u8def\uff0c\u4f46\u603b\u4f53\u975e\u5e38\u6d41\u7545\u7d27\u51d1\uff0c\u67aa\u6218\u573a\u9762\u5341\u5206\u5bc6\u96c6\u800c\u4e14\u771f\u5b9e\u3002\u8fd9\u662f\u4e00\u90e8\u8fdc\u8d85\u8fbe\u6807\u7ebf\u7684\u723d\u7247\uff0c\u5374\u5f97\u5230\u5982\u6b64\u4f4e\u7684\u8bc4\u5206\uff0c\u4e0d\u77e5\u9053\u73b0\u5728\u7684\u4eba\u662f\u62b1\u7740\u4ec0\u4e48\u6837\u5fc3\u6001\u5728\u770b\u7535\u5f71\u3002""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2893906459.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2893906458.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2893906457.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2893906455.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2893906310.jpg",暂无预告片，敬请期待！
蓝正龙,6.4,成功补习班,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2897040771.jpg,https://movie.douban.com/subject/36125748/,,2023,剧情, 中国台湾, 汉语普通话,2023-09-22,118,148,"7.8%,27.4%,43.6%,16.9%,4.2%",电影讲述1994年，张正恒（詹怀云 饰）、程翔（邱以太 饰）、王尚禾（巫建和 饰）是成功补习班里面令人头痛的“三剑客”，17岁正是青春正盛、贺尔蒙喷发的年纪，在升学至上、禁止恋爱的补习班里，3个来自不同家庭、不同个性的大男生，他们被迫放下探索自我的欲望，全心准备联考。正恒想在毕业前谈一段轰轰烈烈的恋爱，却连对女生开口搭话的勇气都没有；程翔因为家中父母失和，住进正恒家准备考试，他女朋友一个换过一个，却不知道自己真正想要的爱情是什么？王尚禾的父亲就是补习班主任，在他的高压管理下他只能压抑心中想法，努力活成父亲期望的样子。三人的友谊，因为一个女孩“陈思”（林奕岚 饰），开始有了奇妙的变化。直到他们遇见补习班新来的小志老师刘敬志（侯彦西 饰），一段寻找自我的旅行终于启程。,"[{""user"": ""\u6d1b\u5179\u5c3c\u8336"", ""star"": ""40"", ""time"": ""2024-01-13 19:16:37"", ""content"": ""\u5e0c\u671b\u4eca\u665a\u6d77\u90a3\u8fb9\u7684\u5e74\u8f7b\u4eba\u5982\u613f\u3002""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2903410532.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2903410492.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2903410446.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2903410444.jpg",https://vt1.doubanio.com/202402172227/6429ef1b4c8e4f60e08dd81efb8cbcb3/view/movie/M/403070329.mp4
莉拉·阿维莱斯,7.1,图腾,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2898706845.jpg,https://movie.douban.com/subject/36218615/,"奈马·森提斯,蒙特塞拉特·马拉尼翁,玛丽索尔·盖斯,萨奥里·古尔扎,马特奥·加西亚,特雷西塔·桑切斯,伊阿祖娅·拉里奥斯,阿尔贝托·阿马多尔,胡安·弗朗西斯科·马尔多纳多,玛丽塞拉·比利亚鲁埃尔,加利亚·迈尔,卢卡斯·乌尔基霍,曼努埃尔·庞赛利斯,阿利奥思·古铁雷斯,罗德里戈·拉马斯",2023,剧情, 墨西哥 / 丹麦 / 法国, 西班牙语,2023-02-20,95,785,"11.9%,39.2%,41.0%,6.5%,1.4%",七岁的索尔在她祖父的家里度过了一天，那里弥漫着一种奇怪而混乱的气氛。 当她的家人匆忙准备她父亲的生日聚会时，索尔一点一点地明白，她的世界即将发生巨大的变化。,"[{""user"": ""\u561f\u561f\u718a\u4e4b\u7236"", ""star"": ""20"", ""time"": ""2023-02-21 14:41:05"", ""content"": ""\u4ec5\u7ef4\u6301\u4f4f\u6280\u672f\u5c42\u9762\u7684\u6d41\u7545\uff0c\u644a\u714e\u997c\u7684\u62cd\u6cd5\u9020\u6210\u89c6\u89d2\u6da3\u6563\uff0c\u53c8\u65e0\u6cd5\u5982\u300a\u963f\u5c14\u5361\u62c9\u65af\u300b\u90a3\u6837\u76f4\u6233\u9636\u7ea7\u75db\u70b9\uff0c\u8ba9\u4e00\u5bb6\u4eba\u5728\u5206\u88c2\u7684\u8fc2\u56de\u4e2d\u91cd\u65b0\u805a\u62e2\uff0c\u4e8e\u662f\u66f4\u50cf\u662f\u5bf9\u5f00\u7bc7\u5373\u6210\u5b9a\u5c40\u7684\u4eba\u7269\u5173\u7cfb\u8fdb\u884c\u8c03\u5473\u5242\u822c\u7684\u6269\u5199\u3002""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2898706839.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2901907374.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2901907373.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2901907372.jpg",https://vt1.doubanio.com/202402172228/0887fed22da66e3d42cf93be3f9701f3/view/movie/M/403030406.mp4
亚历杭德罗·布鲁格斯,5.8,拉美异灵,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2898334261.jpg,https://movie.douban.com/subject/36097231/,,2023,"喜剧,恐怖", 美国, 英语,2023-09-14,105,187,"6.6%,16.2%,46.7%,23.9%,6.6%","When police raid a house in El Paso, they find it full of dead Latinos, and only one survivor. He’s known as The Traveler, and when they take him to the station for questioning he tells them those lands are full of magic and talks about the horrors he’s encountered in his long time on this earth, about portals to other worlds, mythical creatures, demons and the undead. Stories ...","[{""user"": ""LeungChanXXX"", ""star"": ""30"", ""time"": ""2023-11-23 15:22:43"", ""content"": ""\u51e0\u4f4d\u8fd8\u7b97\u9760\u8c31\u7684\u62c9\u7f8e\u5bfc\u6f14\u5408\u4f5c\u6363\u9f13\u51fa\u6765\u7684\u62fc\u76d8\u6050\u6016\u7247\u3002\u300a\u8be1\u602a\u7591\u4e91\u300b\u5bfc\u6f14\u7684\u90a3\u4e2a\u6545\u4e8b\u5e94\u8be5\u662f\u6700\u6709\u65b0\u610f\u7684\uff0c\u5229\u7528\u624b\u7535\u7b52\u5149\u95ea\u70c1\u6765\u89e6\u53d1\u5f02\u6b21\u5143\u5165\u53e3\uff0c\u8eab\u4f53\u6050\u6016\u4e0e\u602a\u5f62\u7684\u6865\u6bb5\u4f9d\u65e7\u591f\u52b2\u3002\u5176\u4ed6\u6545\u4e8b\u53cd\u800c\u4ece\u5143\u7d20\u4e0e\u8bbe\u5b9a\u6765\u770b\u90fd\u76f8\u5bf9\u201c\u5faa\u89c4\u8e48\u77e9\u201d\u4e86\u4e9b\uff0c\u4f46\u597d\u5728\u5404\u81ea\u90fd\u6709\u53ef\u5708\u53ef\u70b9\u7684\u5730\u65b9\uff08\u6bd4\u5982\u8840\u8165\u5ea6\u3001\u9ed1\u8272\u5e7d\u9ed8\u3001\u6c11\u4fd7\u6587\u5316\u7b49\uff09\uff0c\u4ee4\u89c2\u611f\u4e0d\u81f3\u4e8e\u592a\u4e4f\u5473\u3002""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2898334260.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2901980323.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2901980351.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2901868482.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2903822642.jpg",暂无预告片，敬请期待！
玛格丽特·贝茨,7.0,埋葬,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2897851395.jpg,https://movie.douban.com/subject/3833823/,"杰米·福克斯,汤米·李·琼斯,朱尼·斯莫利特,阿兰·卢克,马莫多·阿西,帕梅拉·里德,比尔·坎普,阿曼达·沃伦,道林·米西克,泰韦恩·惠特,兰斯·E·尼克尔斯,凯斯·杰佛森,B·J·克林斯凯尔斯,道格·斯皮尔曼,格拉伦·布莱恩特·班克斯,奥利维亚·布罗迪,大卫·马尔登那多,比利·斯洛特,克里斯托弗·温彻斯特,洛娜·斯崔特·多普森",2023,剧情, 美国, 英语,2023-09-11,126,437,"11.2%,38.1%,43.8%,5.3%,1.6%",故事取材于乔纳森·哈尔 (Jonathan Harr)于 1999 年发表的同名纽约客文章——《埋葬（暂译）》（The Burial）。影片讲述了一位以令人印象深刻的业绩记录和与众不同的做事方式闻名的个性魅力十足的人身伤害律师，决定帮助一位殡仪馆老板拯救他的家族企业，免受一个掠夺性的企业巨头的侵害。为了让这个枯燥的合同法案有情感共鸣，这位律师发掘出了一个意想不到的、复杂的种族、权力和压迫的网络，迫使每个人反思他们内心深处长期埋藏的偏见。,"[{""user"": ""alex999"", ""star"": ""50"", ""time"": ""2023-10-25 13:36:34"", ""content"": ""\u201c\u76f4\u5230\u6709\u4e00\u5929\uff0c\u5b83\u88ab\u538b\u5f97\u5f88\u6df1\uff0c\u57cb\u5f97\u5f88\u6df1\uff1b\u7ed3\u679c\u518d\u4e5f\u6ca1\u4eba\u80fd\u627e\u5230\u5b83\u4e86\u3002\u201d\u4e00\u5207\u7684\u672c\u8d28\u90fd\u662f\u9636\u7ea7\uff0c\u800c\u9636\u7ea7\u4f1a\u5e26\u6765\u57cb\u846c\uff1a\u5357\u5317\u7eaa\u5ff5\u7891\u5efa\u4e8e\u5974\u96b6\u4e71\u846c\u5c97\u4e4b\u4e0a\uff0c\u5927\u578b\u5784\u65ad\u4f01\u4e1a\u83b7\u5229\u4e8e\u79c1\u8425\u5bb6\u5ead\u7ecf\u6d4e\u548c\u6c11\u4f17\u8eab\u4e0a\uff0c\u76ce\u683c\u9c81\u51cc\u9a7e\u4e8e\u975e\u88d4\u7f8e\u56fd\u4eba\u5934\u4e0a\u2026\u2026\u73af\u73af\u76f8\u6263\u3002\u5386\u53f2\u7531\u7edf\u6cbb\u8005\u4e66\u5199\uff0c\u6743\u529b\u7ecf\u8840\u6db2\u4f20\u64ad\uff0c\u5f31\u8005\u88ab\u5f3a\u6743\u57cb\u846c\u3002""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2897851399.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2897851403.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2897851402.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2897851419.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2897851418.jpg",暂无预告片，敬请期待！
铃木雅之,6.9,汤道,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2880246992.jpg,https://movie.douban.com/subject/36053033/,"生田斗真,滨田岳,桥本环奈,户田惠子,厚切りジェイソン,寺岛进,浅野和之,笹野高史,吉行和子,温兹瑛士,吉田钢太郎,夏木真理,柄本明,小日向文世,角野卓造,生见爱瑠,洼田正孝",2023,剧情, 日本, 日语,2023-02-23,126,651,"10.4%,34.5%,47.2%,6.3%,1.7%",三浦史朗（生田斗真 饰）的老家经营着以「丸金温泉」为名的钱汤，但他不打算继承家业，离家后出外闯荡，却因为发展不顺而重返老家。此时钱汤已经由弟弟三浦悟朗（滨田岳 饰）继承亡父之志继续经营。史朗的返家，让兄弟两人水火不容。而这个钱汤还有在那边工作的少女秋山泉（桥本环奈 饰），这三人将如何相处？又该怎样让「汤道」的精神给传扬出去呢？,"[{""user"": ""\u963f\u5fb7"", ""star"": ""40"", ""time"": ""2023-09-24 15:59:34"", ""content"": ""\u8fb9\u770b\u5fc3\u91cc\u8fb9\u89c4\u5212\u7740\u4e0b\u6b21\u53bb\u65e5\u672c\u6ce1\u54ea\u4e2a\u6c64\u597d\u634f\u3002ps\uff1a\u6620\u540e\u7f16\u5267\u5c0f\u5c71\u85b0\u5802\u5206\u4eab\uff1a1\uff09\u6545\u4e8b\u521b\u610f\u6765\u81ea\u4e5d\u5dde\u957f\u5d0e\u53bf\u7684\u4e00\u4e2a\u6fa1\u5802\uff08\u53ef\u60dc\u5df2\u5173\u95ed\uff09\uff1b2\uff09\u53d7\u4f0a\u4e39\u5341\u4e09\u300a\u84b2\u516c\u82f1\u300b\u5f71\u54cd\u5f88\u6df1\uff08\u8fd9\u90e8\u7535\u5f71\u8bb2\u62c9\u9762\uff09\uff1b3\uff09\u5927\u54e5\u8fd8\u662f\u201c\u6c64\u9053\u201d\u6982\u5ff5\u521b\u59cb\u4eba\u3002""}]","https://img9.doubanio.com/view/photo/sqxs/public/p2887925886.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2888726802.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2882131597.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2877571097.jpg",https://vt1.doubanio.com/202402172228/5e56eea76f2cb7eb6fa1f7f2a6072b4c/view/movie/M/402980339.mp4
洪常秀,6.6,在水中,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2889527850.jpg,https://movie.douban.com/subject/36219938/,"申锡镐,河成国,金承允",2023,剧情, 韩国, 韩语,2023-02-22,61,2653,"10.1%,30.7%,41.0%,13.8%,4.4%",讲述一个年轻的演员决定放弃表演，拍摄一部短片。由演员本人、摄影师和女主角组成的小团队来到了岩石密布、狂风大作的济州岛。为了寻找灵感，年轻的演员探索周围的环境，等待合适的光线出现，并在海岸边观察地平线。有一天，他在悬崖下的岩石中瞥见了一个身影，这促使他冒着风险，与之交流了 几句。由于这次谈话和多年前写的一首情歌，他终于有了一个故事可以讲述。,"[{""user"": ""Pincent"", ""star"": ""40"", ""time"": ""2023-02-22 20:32:26"", ""content"": ""8.7 \u8fd9\u6b21\u66f4\u63a5\u8fd1\u5370\u8c61\u6d3e\u6cb9\u753b\uff1f\u4e00\u79cd\u767d\u65e5\u68a6\u4f53\u9a8c\uff1f\u9690\u79d8\u7edd\u75c7\u6216\u60b2\u4f24\u4e4b\u540e\u832b\u7136\u7684\u72b6\u6001\uff1f\u6216\u79bb\u4e16\u524d\u7684\u56de\u5149\u8fd4\u7167\uff1f\u53ef\u786e\u8ba4\u7684\u662f\u4e00\u8d2f\u7684\u5e73\u65e5\u7684\u604d\u60da\uff0c\u6211\u4eec\u4e0d\u53ef\u786e\u8ba4\u751f\u6d3b\u4e2d\u6240\u6709\u7684\u795e\u79d8\uff0c\u8001\u6d2a\u7684\u63a2\u7d22\u5219\u8ba9\u89c2\u4f17\u66f4\u805a\u7126\u4e8e\u89c6\u89c9\u542c\u89c9\u4e0a\u3002\u5bfc\u6f14\u81ea\u8eab\u5728\u5176\u4e2d\u7684\u5b58\u5728\u65e2\u9644\u8eab\u4e8e\u4e00\u4e2a\u5e74\u8f7b\u7248\u672c\u7684\u81ea\u5df1\uff0c\u4e5f\u53d8\u4e3a\u4e00\u4e2a\u201c\u5728\u573a\u4e0d\u52a8\u7684\u4ed6\u8005\u201d\uff0c\u4f3c\u4e4e\u53ea\u662f\u6c89\u9ed8\u5730\u770b\u7740\u4e00\u5207\u3002\u75c5\u75db\u4e0e\u5bf9\u751f\u547d\u7684\u601d\u8003\u8ba9\u4eba\u4e0d\u518d\u53ea\u770b\u5230\u90a3\u4e9b\u753b\u9762\u5916\u7684\u620f\u5267\u5f20\u529b\uff0c\u8272\u5f69\u660e\u6670\u3001\u6b8b\u7f3a\u53c8\u7f8e\u7684\u666f\u4e0e\u7269\u672c\u8eab\u540c\u6837\u7acb\u4e8e\u6b64\uff0c\u4e0d\u9700\u8981\u627f\u62c5...""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2886866169.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2900171781.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2889111699.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2886866165.jpg",https://vt1.doubanio.com/202402172228/3082994fe376d6e79c90182bd90807a5/view/movie/M/403030471.mp4
崔炎龙,5.8,三线轮洄,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2889916388.jpg,https://movie.douban.com/subject/35489163/,"姜珮瑶,许睿浩,张亚奇",2023,"剧情,爱情,悬疑,冒险", 中国大陆, 汉语普通话,2023-04-01,111,3385,"4.3%,16.5%,50.1%,22.1%,7.0%",黄河、长江、澜沧江起源一处，“水魈”三姓（丁、姜、易）沿江而居。何为“水魈”，他们可以在水中自由来去，并且拥有堪舆风水，寻龙探宝之技。,"[{""user"": ""Yuki\u9171"", ""star"": ""30"", ""time"": ""2023-04-03 23:21:32"", ""content"": ""\u4f18\u70b9\uff1a\u5c0f\u6f14\u5458\u6f14\u6280\u597d\uff0c\u6253\u620f\u8fd8\u53ef\u4ee5\uff0c\u5f88\u591a\u620f\u4efd\u90fd\u662f\u771f\u7684\u5728\u6c34\u4e0b\u5b8c\u6210\uff0c\u6f14\u5458\u5f88\u8f9b\u82e6\u3002\n\u6f14\u6280\u65b9\u9762\uff0c\u5973\u4e3b60\u5206\uff0c\u96e8\u877650\u5206\uff0c\u7537\u4e3b40\u5206\u3002\n\u4e0b\u9762\u6211\u8981\u5f00\u59cb\u6279\u8bc4\u4e86\uff1a\u7537\u51dd\u4f60\u771f\u7684\u522b\u592a\u79bb\u8c31\uff0c\u59b9\u59b9\u60f3\u6bd4\u4e0a\u59d0\u59d0\u53ef\u4ee5\uff0c\u4f46\u662f\u548c\u59d0\u59d0\u96cc\u7ade\u5927\u53ef\u4e0d\u5fc5\u2026\u2026\u5927\u767d\u817f\u3001\u6d17\u6fa1\uff0c\u4e0d\u7ba1\u600e\u4e48\u8bf4\u90fd\u6709\u70b9\u7325\u7410\u7aa5\u89c6\u7684\u611f\u89c9\uff0c\u53e6\u5916\uff0c\u5c45\u7136\u628a\u88ad\u80f8\u8fd9\u79cd\u4f1a\u8ba9\u5973\u751f\u89c9\u5f97\u5192\u72af\u7684\u4e8b\u60c5\u5f53\u6210\u5fc3\u52a8\u7684\u70b9\uff0c\u597d\u65e0\u8bed\u3002\u524d\u534a\u90e8\u5206\u8fd8\u53ef\u4ee5\uff0c\u540e\u534a\u90e8\u5206\u76f4\u63a5\u628a\u5404\u79cd\u5c0f\u8bf4\u6982\u5ff5\u585e\u5728\u4e00\u8d77\uff0c\u975e\u539f\u8457\u515a\u770b\u5b8c\u611f\u89c9\u83ab\u540d\u5176\u5999\u3002\u611f\u60c5...""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2874660007.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2874659991.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2874660109.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2874660098.jpg",https://vt1.doubanio.com/202402172228/d8f9f3144e3a3ede9ce420078efc4c67/view/movie/M/403020203.mp4
中泽祥次郎,8.3,电影 假面骑士极狐：4位王者与黑狐,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2893420937.jpg,https://movie.douban.com/subject/36372932/,"简秀吉,佐藤瑠雅,星乃梦奈,杢代和人,青岛心",2023,"动作,冒险", 日本, 日语,2023-07-28,60,230,"44.8%,32.3%,17.0%,3.6%,2.3%",突然间，这个世界被分成了四个，景和，妳音，道长，兹穆丽被飞进这四个不同的世界里，而且在这个看起来不一样的世界里，他们遇见了四个怎样看都不对劲的英寿，英寿竟然被分裂成了四个。究其原因是未来人搞的《世界毁灭游戏》，面对英寿和世界的危机，太狸、猫猫、牛牛、狼姐、老爷爷和南瓜熊也参战，在着奇想之外的展开中，黑色的极狐出现了，究竟英寿和世界的命运会如何？,"[{""user"": ""\u5927\u9ebb\u54a7\u7a7a\u556a"", ""star"": ""50"", ""time"": ""2023-11-29 20:51:44"", ""content"": ""\u524d\u534a\u6bb5\u771f\u7684\u7b11\u5c94\u6c14\uff0c\u7b80\u79c0\u5409\u672c\u5409\u5b9e\u9524\u4e86~""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2896181369.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2896472172.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2897353261.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2896472173.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2897293612.jpg",暂无预告片，敬请期待！
竹村谦太郎,6.7,交换谎言日记,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2891164519.jpg,https://movie.douban.com/subject/36283029/,"高桥文哉,樱田日和,曾田陵介,茅岛水树,齐藤渚,板垣瑞生",2023,"剧情,爱情", 日本, 日语,2023-07-07,111,208,"9.3%,26.8%,53.4%,9.6%,0.9%",影片改编自同名小说，是以误解开始、交换日记为轴心展开的青春爱情故事。高桥饰演学校最受欢迎的男生濑户山润，樱田饰演过于察言观色的笨拙女生黑田希美。,"[{""user"": ""Shaw\u5586\u5b87"", ""star"": ""30"", ""time"": ""2023-12-16 19:03:03"", ""content"": ""\u4f60\u4eec\u5168\u6821\u76f4\u64ad\u544a\u767d\u771f\u7684\u6ca1\u8001\u5e08\u7ba1\u662f\u5427\u54c8\u54c8\u54c8""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2895668097.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2895668096.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2895787119.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2895668103.jpg",https://vt1.doubanio.com/202402172228/3a9cc1d2ed1aaab1bd14969099b433c0/view/movie/M/403030838.mp4
