directors,rate,title,cover,detailLink,casts,year,type,country,lang,time,moveTime,comment_len,starts,summary,comments,imgList,movieUrl
王小列,6.3,再见，李可乐,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2899178680.jpg,https://movie.douban.com/subject/35943827/,"闫妮,谭松韵,吴京,蒋龙,赵小棠,冯雷,李虎城,平安,小七,小可乐,于谨维,高露,刘亚津,刘亚鹏,胡国雄,杨玉兰,张弛,刘背实",2023,剧情, 中国大陆, 汉语普通话,2023-12-01,105,22377,"10.9%,23.1%,43.5%,17.2%,5.4%",为了完成女儿李妍（谭松韵 饰）高三前的小小心愿，父亲李博宇（吴京 饰）决心带着女儿远赴阿勒泰滑雪。却不料李博宇遭遇意外，全力抢救后仍陷入脑死亡的处境，让为妻为母的潘雁秋（闫妮 饰）做出了一个女人最艰难的决定。当家渐渐失温，一只名为可乐的小狗带着倔强闯入了她们的生活，成为母女争执的焦点，也成为苦乐烟火的陪伴。如何在伤痛后放下悔与执？如何在成长中习得爱与勇？当往日的困境重现，她们的人生，又是否有无憾的选择？,"[{""user"": ""\u5f90\u82e5\u98ce"", ""star"": ""40"", ""time"": ""2023-11-25 22:02:49"", ""content"": ""\u8fd8\u86ee\u60ca\u559c\u7684\uff0c\u4e0d\u662f\u5356\u60e8\u82e6\u60c5\u620f\uff0c\u800c\u662f\u6e17\u900f\u5230\u751f\u6d3b\u6d41\u7684\u53d9\u4e8b\u4e2d\u5a13\u5a13\u9053\u6765\uff0c\u4e0d\u7ecf\u610f\u95f4\u6233\u4e2d\u6cea\u70b9\u3002\u6210\u90fd\u5e02\u4e95\u6587\u5316\uff0c\u95eb\u59ae\u3001\u8c2d\u677e\u97f5\u81ea\u7136\u7684\u8868\u6f14\uff0c\u4e5f\u90fd\u8fdb\u4e00\u6b65\u52a0\u6301\u4e86\u8d28\u611f\u3002\u4e00\u90e8\u5f88\u9002\u5408\u5728\u51ac\u5929\u770b\u7684\u3001\u60c5\u611f\u6e29\u6696\u7ec6\u817b\u7684\u7247\u3002\u6bcd\u5973\u4eba\u751f\u7684\u51e0\u4e2a\u91cd\u8981\u8282\u70b9\u88ab\u62cd\u5f97\u611f\u4eba\u81f3\u6df1\uff0c\u521b\u4f5c\u8005\u5e94\u8be5\u662f\u878d\u5165\u4e86\u81ea\u5df1\u7684\u751f\u6d3b\u7ecf\u5386\u548c\u4f53\u9a8c\uff0c\u5404\u79cd\u7ec6\u8282\u90fd\u5f88\u771f\u5b9e\u3002\u4eba\u751f\u5fc5\u7136\u9762\u5bf9\u79bb\u522b\uff0c\u6211\u4eec\u867d\u7136\u65e0\u529b\u633d\u7559\uff0c\u4f46\u80fd\u505a\u7684\u5c31\u662f\u4e00\u76f4\u4fdd\u7559\u60f3\u5ff5\uff0c\u4e0d\u8ba9\u60b2\u75db\u4fb5\u8680\u81ea\u5df1\uff0c\u5411\u524d\u770b\uff0c\u522b\u56de\u5934\u3002""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2900936170.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2900936173.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2899180610.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2899180607.jpg",https://vt1.doubanio.com/202402052145/2b667b90a03cc53c32939ad98b1a1410/view/movie/M/403130133.mp4
马丁·斯科塞斯,7.3,花月杀手,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2897460998.jpg,https://movie.douban.com/subject/26745332/,"莱昂纳多·迪卡普里奥,罗伯特·德尼罗,莉莉·格莱斯顿,杰西·普莱蒙,坦图·卡丁诺,约翰·利思戈,布兰登·费舍,卡拉·杰德·迈尔斯,亚内·科林斯,吉莉安·迪昂,杰森·伊斯贝尔,威廉·贝勒,路易斯·坎瑟米,斯科特·谢帕德,埃弗里特·瓦莱,塔利·雷德科恩,扬西·莱德·康,塔坦卡·米恩斯,汤米·舒尔茨,斯特吉尔·辛普森,马丁·斯科塞斯,泰·米切尔,盖里·巴萨拉巴,查理·莫索怀特,帕特·希利,斯蒂夫·维亭,史蒂夫·罗特曼,迈克尔·阿伯特,杰克·怀特,皮特·约恩,拉里·塞勒斯,巴里·柯宾",2023,"剧情,爱情,悬疑,历史,犯罪,西部", 美国, 英语 / 拉丁语 / 法语 / 欧塞奇语,2023-05-20,206,20501,"13.8%,42.1%,37.9%,5.0%,1.1%",印第安人的一支欧塞奇族，从祖先的土地上被驱逐到了美国俄克拉何马州一块贫瘠之地，谁曾想这里居然发现了石油。欧塞奇人借此一跃成为时尚新贵的同时，也给自身带来了杀机。在此之后，许多白人涌入这片流淌着黑金的土地，不择手段攫取利益。一战退伍兵欧内斯特（莱昂纳多·迪卡普里奥 Leonardo DiCaprio 饰）为了生计辗转来此，投奔已经贵为名流舅舅威廉·黑尔（罗伯特·德尼罗 Robert De Niro 饰）。威廉和原住民关系密切，黑白通吃，然而和善的外表下包藏着贪婪的蛇蝎之心。他暗示欧内斯特追求富有的印第安女子莫莉（莉莉·格莱斯顿 Lily Gladstone 饰），而真正觊觎的则是她们家族所拥有的财富。短短数年间，数十名印第安人意外身亡。君子无罪，怀璧其罪……,"[{""user"": ""\u89e3\u4f53\u4ff1\u4e50\u90e8"", ""star"": ""40"", ""time"": ""2023-12-06 13:23:43"", ""content"": ""\u5c0f\u674e\u5b50\u7684\u5634\uff1a\u2639\ufe0f\u2639\ufe0f\u2639\ufe0f""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2890077203.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2899568796.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2899568787.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2899568797.jpg",https://vt1.doubanio.com/202402052145/d633abfae405754104df6324b432bbfe/view/movie/M/403110447.mp4
庄文强,6.3,金手指,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2901830629.jpg,https://movie.douban.com/subject/35074609/,"梁朝伟,刘德华,蔡卓妍,任达华,方中信,陈家乐,白只,姜皓文,太保,钱嘉乐,袁咏仪,周家怡,岑珈其,李靖筠",2023,"剧情,犯罪", 中国香港 / 中国大陆, 粤语 / 汉语普通话 / 英语,2023-12-30,125,34415,"7.5%,23.9%,48.6%,16.7%,3.3%",用100元的投入换来百亿奢靡人生，看穷小子不择手段颠覆规则将财富和权势玩弄于股掌之中！上市公司嘉文集团在短短几年间从默默无名到风生水起，再到没落清盘，市值蒸发超过一百亿。幕后老板程一言（梁朝伟 饰）也从万众瞩目的股民偶像变成人人喊打的过街老鼠。高级调查主任刘启源（刘德华 饰）长达十五年锲而不舍地搜证和跨境调查，消耗超过两亿诉讼费，竟发现局中有局案中有案，牵涉数条人命并波及香港整个上流社会，究竟谁在幕后？谁能逃脱？谁会出局？,"[{""user"": ""AlexB"", ""star"": ""30"", ""time"": ""2023-12-30 16:42:32"", ""content"": ""\u867d\u7136\u8fd9\u4e2a\u7ed3\u5c3e\u660e\u663e\u662f\u5706\u4e0d\u56de\u6765\u4e86\uff0c\u4f46\u662f\u6211\u5f53\u65f6\u771f\u7684\u4ee5\u4e3a\u5b83\u8981\u6765\u4e00\u51fa97\u4ee5\u540e\uff0c\u5728XXXX\u548c\u7279\u533a\u653f\u5e9c\u7684\u575a\u5f3a\u9886\u5bfc\u4e0bblahblah\u2026""}]","https://img2.doubanio.com/view/photo/sqxs/public/p2870146971.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2889241219.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2870146958.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2889241221.jpg",https://vt1.doubanio.com/202402052145/187c477b15deef085dd7b2d4913e443d/view/movie/M/403080649.mp4
曹保平,7.2,涉过愤怒的海,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2900852349.jpg,https://movie.douban.com/subject/33456512/,"黄渤,周迅,祖峰,张宥浩,周依然,颜北,孙安可,闫妮,王迅,阿部力,施诗,谢锐韬",2023,"剧情,悬疑,犯罪", 中国大陆, 汉语普通话 / 日语 / 德语 / 胶辽官话,2023-11-25,144,177676,"16.9%,41.5%,31.2%,7.8%,2.6%",老金（黄渤 饰）为供女儿金丽娜（周依然 饰）留学终日捕鱼，却换来女儿身中17刀离奇身亡的死讯，最大嫌疑人则指向她的男友李苗苗（张宥浩 饰）。愤怒的老金踏上跨海寻仇之路，李苗苗却在母亲景岚（周迅 饰）的庇护下不断潜逃……这场人性迷局中，究竟谁能抵达爱与宽恕的彼岸？,"[{""user"": ""\u53f8\u96e8"", ""star"": ""30"", ""time"": ""2023-11-25 11:07:30"", ""content"": ""\u8981\u62cd\u597dfamily issue\u7535\u5f71\uff0c\u5c31\u8981\u56de\u7b54\u6e05\u695a\u8fd9\u4e2aissue\u662f\u5982\u4f55\u5165\u4fb5\u5e76\u5bfc\u81f4\u5c11\u5e74\u5c11\u5973\u5d29\u6e83\u7684\u8fc7\u7a0b\uff0c\u800c\u4e0d\u662f\u901a\u8fc7\u5bf9\u4e8c\u6b21\u5143\u4e9a\u6587\u5316\u666f\u89c2\u5f0f\u7684\u5f02\u5316\uff0c\u7ed3\u679c\u6027\u5730\u5448\u73b0issue\u5bfc\u81f4\u7684\u7ed3\u679c\u3002\u975e\u5e38\u50b2\u6162\u7684\u6210\u5e74\u4eba\u89c6\u89d2\uff0c\u6ca1\u6709\u63a2\u8ba8\u548c\u6b63\u89c6\u5e74\u8f7b\u4eba\u771f\u6b63\u7684\u75db\u82e6\u548c\u6839\u6e90\u3002""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2629408957.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2899790859.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2629408956.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2901260018.jpg",https://vt1.doubanio.com/202402052145/6174cc748c2076ab307c9dbe584b9c43/view/movie/M/403130131.mp4
尼科莱·阿尔赛,8.2,杂种,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2900726031.jpg,https://movie.douban.com/subject/35699773/,"麦斯·米科尔森,阿曼达·科林,古斯塔夫·林德,克里斯汀·库亚斯·托普,马格努斯·克雷佩,索伦·莫灵,莫腾·希·安德森,雅各布·豪伯格·罗曼,托马斯·加比利尔森,费利克斯·克拉默,摩顿·伯安,丽丝·瑞森·奥尔森,芬恩·尼尔森,西蒙·本尼杰格,马丁·费弗尔,拉塞·斯蒂恩,梅莉娜·哈格伯格,约恩·霍耶什莱夫,帕特里西亚·斯劳夫,南娜·科佩尔",2023,"剧情,传记,历史", 丹麦 / 瑞典 / 挪威 / 德国, 丹麦语,2023-09-01,127,4751,"30.0%,52.3%,16.4%,1.1%,0.2%",17世纪中期，丹麦国王弗雷德里克五世为了增加税收，宣布对广袤的日德兰岛荒原进行殖民。但是当地土地贫瘠，强梁横行，数十年来许多征服者都无功而返，甚至命丧他乡。直到名叫路德维格·卡伦（麦斯·米科尔森 Mads Mikkelsen 饰）的士兵站了出来。路德维格出身卑微，饱受轻视，但是他提出用自己退休金来征服荒原，于是终于说服了政府官员。这个坚毅的男人来到充满凶险的陌生之地，经过一番辛苦和博弈终于建立起了国王之家。然而当地的地头蛇并不会轻易将到嘴边的土地让给这个外来户，因此威逼利诱要路德维格就范。双方互不让步，争斗在所难免……,"[{""user"": ""\u79e6\u6851\u4f4e\u7eff\u679d"", ""star"": ""40"", ""time"": ""2023-09-14 11:44:17"", ""content"": ""\u6240\u4ee5\u6700\u540e\u628a\u4e8b\u529e\u6210\u7684\u8fd8\u662f\u5973\u4eba :) ""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2896837528.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2896006100.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2897602654.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2896397938.jpg",https://vt1.doubanio.com/202402052145/ace146c760110f5525c0c556d0e0e335/view/movie/M/703130866.mp4
保罗·金,7.5,旺卡,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2901229830.jpg,https://movie.douban.com/subject/26897888/,"提莫西·查拉梅,奥利维娅·科尔曼,休·格兰特,卡拉·莱恩,科甘-迈克尔·凯,佩特逊·约瑟夫,马特·卢卡斯,马修·贝恩顿,莎莉·霍金斯,罗温·艾金森,汤姆·戴维斯,吉姆·卡特,娜塔莎·罗斯韦尔,瑞奇·富尔切尔,拉卡·塔克雷尔,西蒙·法纳比,艾丽·怀特,夏洛特·里奇,菲尔·王,寇布勒·霍尔德布鲁克-史密斯,科林·奥布莱恩,特蕾西·伊芙艾策尔,芙蕾雅·帕克,贾斯汀·爱德华兹,鲁弗斯·琼斯,默里·麦克阿瑟,格兰特·克鲁克斯,阿尔弗雷多·塔瓦雷斯,皮埃尔·伯格曼,贾格·帕特尔,斯蒂芬·菲切特,吉安尼·卡尔切蒂",2023,"喜剧,歌舞,奇幻,冒险", 美国 / 英国 / 加拿大, 英语,2023-12-08,116,40162,"18.0%,43.1%,34.0%,4.2%,0.7%",影片聚焦经典之作《查理和巧克力工厂》的主人公威利·旺卡（提莫西·查拉梅 饰），这位年轻且天赋异禀的发明家、魔术师、巧克力制作师，是如何经历奇幻冒险，成长为观众挚爱的巧克力工厂掌门人的故事。,"[{""user"": ""\u4e03\u6d77"", ""star"": ""30"", ""time"": ""2023-12-08 21:52:21"", ""content"": ""\u6ce8\u610f\uff1a\u672c\u7247\u4e2d\u4e0d\u542b\u4efb\u4f55\u770b\u8d77\u6765\u597d\u5403\u7684\u5de7\u514b\u529b\u3002""}]","https://img9.doubanio.com/view/photo/sqxs/public/p2899298535.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2899298514.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2899298532.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2899298515.jpg",https://vt1.doubanio.com/202402052145/f13e209b50595da325226ff3339896ad/view/movie/M/703130666.mp4
黄精甫,8.0,周处除三害,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2903830747.jpg,https://movie.douban.com/subject/36151692/,"阮经天,袁富华,陈以文,王净,李李仁,谢琼煖,陈秉佑 ,曾珮瑜,游安顺,刘子铨,吴奕蓉,黄迪扬",2023,"动作,犯罪", 中国台湾, 汉语普通话 / 闽南语 / 粤语,2024-03-01,134,731,"31.4%,44.5%,18.3%,5.5%,0.3%",通缉犯陈桂林（阮经天 饰）生命将尽，却发现自己在通缉榜上只排名第三，他决心查出前两名通缉犯的下落，并将他们一一除掉。陈桂林以为自己已成为当代的周处除三害，却没想到永远参不透的贪嗔痴，才是人生终要面对的罪与罚。,"[{""user"": ""Puff"", ""star"": ""40"", ""time"": ""2023-10-06 00:38:54"", ""content"": ""4.25\u95dc\u65bc\u6211\u548c\u9b3c\u4e4b\u5f8c\u6700\u597d\u7684\u53f0\u7063\u985e\u578b\u7247\uff0c\u6709\u4e00\u534a\u8981\u6b78\u529f\u65bc\u9999\u6e2f\u5c0e\u6f14\u9ec3\u7cbe\u752b\uff0c\u9019\u6b21\u7684\u5275\u4f5c\u5148\u662f\u501f\u7528\u4e86\u5468\u8655\u9664\u4e09\u5bb3\u7684\u5178\u6545\uff0c\u8b93\u4e3b\u89d2\u81ea\u9996\u4e4b\u524d\u89aa\u81ea\u5277\u9664\u5176\u4ed6\u5169\u4f4d\u8207\u4ed6\u699c\u4e0a\u9f4a\u540d\u7684\u53f0\u7063\u901a\u7ddd\u8981\u72af\uff0c\u518d\u4f86\u672c\u7247\u7684\u82f1\u6587\u7247\u540d\u81f4\u656c\u4e86\u9ec3\u660f\u4e09\u93e2\u5ba2\u7684\u82f1\u6587\u7247\u540d\uff0c\u8207\u4e09\u93e2\u5ba2\u4e00\u6a23\u7247\u4e2d\u7686\u6709\u4e09\u500b\u4eba\uff0c\u6700\u5f8c\u53ea\u6709\u4e00\u4eba\u6d3b\u5230\u6700\u5f8c\u3002\u4e0d\u904e\u672c\u7247\u7684\u82f1\u6587\u7247\u540d\u8a2d\u8a08\u9664\u4e86\u81f4\u656c\u4e09\u93e2\u5ba2\u5916\uff0c\u540c\u6642\u4e5f\u6697\u793a\u8457\u4f5b\u6559\u4ee3\u8868\u7684\u4e09\u6bd2\uff0c\u8c6c\u4ee3\u8868\u8457\u611a\u7661\u3001\u86c7\u4ee3\u8868\u8457\u618e\u6068\u3001\u9d3f\u5b50\u4ee3\u8868\u8457\u8caa\u617e\uff0c\u4e09\u6bd2\u610f\u8c61\u5404\u81ea\u5c0d\u61c9\u5230\u4e86\u962e\u7d93\u5929...""}]","https://img9.doubanio.com/view/photo/sqxs/public/p2898369616.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2899206794.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2895819086.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2897670404.jpg",https://vt1.doubanio.com/202402052145/b7af71b4ce04aefa928084f81b924a1d/view/movie/M/703140564.mp4
亚历山大·佩恩,7.8,留校联盟,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2902526533.jpg,https://movie.douban.com/subject/35496212/,"保罗·吉亚玛提,多米尼克·塞萨,达明·乔伊·伦道夫,卡丽·普雷斯顿,布雷迪·赫普纳,伊恩·多利,吉姆·卡普兰,迈克·普罗沃斯,安德鲁·加曼,纳希姆·加西亚,斯蒂芬·索恩,吉莲·韦格曼,泰特·多诺万,达秘·莉莉·李-斯塔克,比尔·穆托斯,达斯汀·塔克,胡安妮塔·珀尔,亚历山大·库克,利兹·毕晓普,科尔·特里斯坦·墨菲,威尔·萨斯鲍尔",2023,"剧情,喜剧", 美国, 英语,2023-08-31,133,7099,"20.4%,53.6%,23.6%,2.0%,0.4%",预科学校巴顿学院的老师保罗（保罗·吉亚玛提 饰）不太受欢迎，不管是学生、老师还是校长，都不太喜欢他，他们觉得他浮夸又僵化。在1970年的圣诞假期，保罗留在了学校监督无法回家的学生。几天后，只有一个学生留了下来——一个名叫安格斯的15岁捣蛋鬼，他是一个被不良行为破坏的好学生，总是在被开除的边缘试探。与保罗和安格斯一起留下的还有学校厨师长玛丽，一个为特权阶层的儿子们提供服务的非裔美国妇女，她自己的儿子最近在越南失踪了。这三个截然不同的失意者组成了一个奇怪的圣诞家庭，在新英格兰大雪纷飞的两个星期里，分享着不幸经历，并意识到他们中没有人感谢自己的过去。,"[{""user"": ""\u9971\u809a\u5e08\u53d4"", ""star"": ""40"", ""time"": ""2023-11-08 09:22:23"", ""content"": ""\u6210\u5e74\u4eba\u7684\u5bb6\u4eba\u662f\u81ea\u5df1\u6512\u7684""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2901141383.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2901141382.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2901141381.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2901141378.jpg",https://vt1.doubanio.com/202402052145/ac60651a957f93cc65fd6ac5c0218c6f/view/movie/M/703140558.mp4
维德胡·维诺德·乔普拉,8.2,12年级的失败,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2900433324.jpg,https://movie.douban.com/subject/36629878/,"Vikrant Massey,梅德哈·尚卡尔,Joshi Anantvijay,Anshuman Pushkar,Geeta Agrawal Sharma,Harish Khanna,Sarita Joshi,普里耶修·查特奇,Vikas Divyakirti,Abhishek Sengupta,Triaksh Chhabra,Darius Chinoy,Vijay Kumar Dogra,Fasi Khan,Sam Mohan,Rahul Dev Shetty,Suraj Naagar,Sanjay Bishnoi,Salim Siddiqui,Shubham Somu Srivastava",2023,"剧情,传记", 印度, 印地语 / 马拉雅拉姆语 / 泰米尔语 / 泰卢固语 / 卡纳达语,2023-10-27,147,1978,"34.7%,44.4%,18.3%,1.9%,0.6%",基于IPS 官员 Manoj Kumar Sharma 和 IRS 官员 Shraddha Joshi 的真实故事改编。马诺杰-库马尔-夏尔马（Manoj Kumar Sharma）来自钱巴尔村，在那里考试作弊是家常便饭。他正在参加 12 年级考试，并想找一份小工的工作。但在考试期间，一位严厉的警官 DCP 杜什扬-辛格（Dushyant Singh）来到这里，阻止了作弊行为。 第二年，他通过了考试，梦想成为一名 IAS，但命运另有安排，Manoj 必须从一开始就努力学习。,"[{""user"": ""\u56e0\u624e\u5409\u5728\u770b\u7247"", ""star"": ""30"", ""time"": ""2024-01-06 23:56:49"", ""content"": ""\u4e00\u4e2a\u5370\u5ea6\u7a77\u5c0f\u5b50\u53c2\u52a0\u5370\u5ea6\u9ad8\u7ea7\u516c\u52a1\u5458\u8003\u8bd5\uff0c\u9047\u5230\u4e86\u80af\u63d0\u4f9b\u514d\u8d39\u98df\u5bbf\u7684\u5b66\u957f\uff0c\u9047\u5230\u4e86\u80af\u6307\u70b9\u8ff7\u6d25\u7684\u9ad8\u7ea7\u516c\u52a1\u5458\uff0c\u9047\u5230\u4e86\u767d\u5bcc\u7f8e\u505a\u8001\u5a46\uff0c\u9047\u5230\u4e86\u9762\u8bd5\u5b98\u4e3a\u4ed6\u7684\u8bda\u5b9e\u5b88\u4fe1\u6240\u6253\u52a8\u8ba9\u4ed6\u901a\u8fc7\u9762\u8bd5\uff0c\u79d1\u5e7b\u7247""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2903389879.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2903389878.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2903388985.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2903218985.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2902848808.jpg",暂无预告片，敬请期待！
高群书,5.3,刀尖,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2899757820.jpg,https://movie.douban.com/subject/30123879/,"张译,黄志忠,郎月婷,成泰燊,沙溢,高捷,金世佳,李淳,徐励,苏鑫,斯力更,曾梦雪,木村一八,中丸紫苑,聂远,黄璐,曹卫宇,杨轶,王一楠,李育生,陈雨锶",2023,"剧情,悬疑", 中国大陆, 汉语普通话 / 日语,2023-11-24,121,13839,"5.9%,11.9%,36.9%,34.0%,11.3%",1940年，多方势力盘踞南京，特工金深水（张译 饰）终日周旋于日本军方、汪伪政府和军统之间，如同行走于刀尖一般，有着多重身份的他，在满目疮痍的南京城里小心翼翼地活着，隐藏着真实的自己，也寻找着自己乃至整个民族的生路。直到他遇到了和他一样心怀国仇家恨、却似乎比他更游刃有余的林婴婴（郎月婷 饰），在和她并肩作战与各方势力展开明争暗斗的过程中，于乱世中求生的金深水第一次开始真正地觉醒……,"[{""user"": ""\u7533\u62a5\u8bb0\u8005\u4f55\u4e66\u6853"", ""star"": ""20"", ""time"": ""2023-11-24 00:57:58"", ""content"": ""\u538b\u4e86\u591a\u5e74\u7684\u5b58\u8d27\uff0c\u73b0\u5728\u7684\u5f20\u8bd1\u770b\u5f53\u5e74\u7684\u8868\u6f14\u80af\u5b9a\u662f\u4e0d\u6ee1\u610f\u7684\uff0c\u7528\u529b\u8fc7\u731b\uff0c\u62ff\u300a\u98ce\u58f0\u300b\u6bd4\u6050\u6015\u5bfc\u6f14\u81ea\u5df1\u90fd\u81ea\u6127\u4e0d\u5982\u3002""}]","https://img9.doubanio.com/view/photo/sqxs/public/p2899535756.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2899750422.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2899535755.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2900515667.jpg",https://vt1.doubanio.com/202402052145/408e9f071adf1a2698e59eaca55d48df/view/movie/M/403130176.mp4
张艺谋,6.1,坚如磐石,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2896319483.jpg,https://movie.douban.com/subject/33447633/,"雷佳音,张国立,于和伟,周冬雨,孙艺洲,李乃文,许亚军,田雨,何政军,徐子力,林博洋,陈童,陈道明,陈冲,王迅,赵亮,焦刚,楚布花羯",2023,"剧情,动作,犯罪", 中国大陆, 汉语普通话,2023-09-28,127,129680,"6.2%,22.7%,46.3%,18.9%,6.0%",西南重镇金江市，一起公交汽车劫持爆炸案撬动了这座城市盘根错节的利益网。金五集团董事长黎志田（于和伟 饰）横跳政商两界，飞扬跋扈。而他的背后，金江市副市长郑刚（张国立 饰）则与之勾搭不清，相互牵制。郑刚的养子苏见明（雷佳音 饰）现供职于市公安局技术科，公交爆炸案的种种疑点令他察觉背后主使另有他人，于是执意追查幕后真相。另一方面，中央派来的调查组进驻金江市，其毫不妥协的气势令郑刚如坐针毡，为此不惜铤而走险，丢卒保车。然而以利益结成的同盟，不仅脆弱，更灭不了鱼死网破。,"[{""user"": ""\ud83d\ude48"", ""star"": ""50"", ""time"": ""2023-09-28 21:10:23"", ""content"": ""\u4e0d\u5f97\u4e0d\u8bf4\uff0c\u54d1\u5df4\u53a8\u5b50\u662f\u5f20\u827a\u8c0b\u5728\u7535\u5f71\u4e2d\u8bbe\u7acb\u7684\u6700\u9ad8\u5149\u7684\u4eba\u7269\uff0c\u62fe\u8d77\u7af9\u7aff\u68d2\u6253\u5374\u88ab\u8b66\u5bdf\u8981\u6c42\u653e\u4e0b\u7684\u54d1\u5df4\uff0c\u90a3\u4fbf\u662f\u5f20\u827a\u8c0b\u3002""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2897715719.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2897715720.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2897715721.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2897988152.jpg",https://vt1.doubanio.com/202402052145/bd1875842e24c76d442b8a1673b24863/view/movie/M/403100321.mp4
